площа	окружність	дов. головної осі	дфаметр Фарета
59489	747560.82	276.3427429199219	275.21581945220754
37175	467154.83	238.3566436767578	217.56075031018273
55773	700864.19	278.9529113769531	266.48149866081553
55532.5	697841.98	274.7149963378906	265.906327525325
53340.5	670296.49	272.66119384765625	260.605514016772
58090.5	729986.75	274.6560363769531	271.9616181990355
55343	695460.65	312.39544677734375	265.4522482938845
58563.5	735930.65	309.9467468261719	273.06659275366826
68778.5	864296.12	304.7738952636719	295.92483171840684
63291.5	795344.45	295.77056884765625	283.8753963372056
48735	612422.07	255.3867950439453	249.10104217499403
57392.5	721215.43	296.6963195800781	270.32277109265664
58966	740988.61	285.92938232421875	274.0033631086553
47659	598900.66	292.639892578125	246.33579411553882
42735	537023.85	258.9799499511719	233.26356754593542
41743	524558.01	263.3022155761719	230.540318200266
44368	557544.73	280.6583557128906	237.67854787676927
40501.5	508956.86	244.8204803466797	227.08613216374792
47072	591524.2	264.09857177734375	244.81407608586068
39287.5	493701.29	236.085693359375	223.65687696510184
23877	300047.23	191.95428466796875	174.3592286334207
79247.5	995853.46	354.8692626953125	317.649257548951
51236	643850.56	298.8874206542969	255.41280569707305
51582	648198.53	275.8226318359375	256.2737641595978
53091	667161.18	283.8087158203125	259.99530893755474
28456	357588.64	244.4044647216797	190.34522448694054
70049	880261.7	345.5788269042969	298.6455371659744
54900.5	689900.03	294.1597900390625	264.388894671718
112487.5	1413559.61	453.3089904785156	378.4488516145829
97344	1223260.78	387.0472106933594	352.0543001337999
51486	646992.16	277.80010986328125	256.03517570879706
49222.5	618548.18	281.2008972167969	250.3438305425691
52097	654670.21	270.4705810546875	257.54991858291817
51019	641123.66	281.0335693359375	254.8713564385831
41085	516289.34	250.2591552734375	228.7160831586711
55158	693135.87	287.71929931640625	265.00820139856444
53334	670214.81	271.7835388183594	260.5896350181741
55431	696566.49	277.5367736816406	265.6632101067342
57900.5	727599.14	289.9181213378906	271.5164935320473
44615	560648.62	252.58187866210938	238.33921684934538
42829	538205.09	253.4158935546875	233.5199701555785
44512.5	559360.57	247.6627655029297	238.06527515583605
52149	655323.66	283.6357727050781	257.67842171666996
47729	599780.3	278.7033386230469	246.51663276676604
59959	753467.02	293.0293884277344	276.3008683713745
45441	571028.45	251.42340087890625	240.53539895888616
46089	579171.46	279.57568359375	242.24437532644367
54486	684691.27	271.00848388671875	263.38893263468776
50122	629851.63	262.88116455078125	252.62088682691268
56474	709673.21	284.0261535644531	268.1509463891067
45664.5	573837.03	271.67425537109375	241.1262059390452
49864	626609.5	262.8489990234375	251.96987252184368
47996.5	603141.81	263.1492919921875	247.20647606582082
56102	704998.52	281.9024658203125	267.2663183768806
47999	603173.22	253.20094299316406	247.21291412008208
40381	507442.61	238.56687927246094	226.7480673698248
38030	477899.07	230.86952209472656	220.04840350767884
48078.5	604172.25	267.4384765625	247.4175568781438
35918	451358.9	246.16624450683594	213.85092463629326
46679	586585.61	266.125732421875	243.78996843326564
53697	674776.4	271.01885986328125	261.4749392076496
42456	533517.83	256.7310791015625	232.5008776570017
51390.5	645792.07	265.6864929199219	255.79760910476153
54120	680091.98	293.45599365234375	262.50280791082406
49628	623643.84	268.2173156738281	251.37289457321498
49419.5	621023.75	267.5201110839844	250.84429768491722
41598.5	522742.17	255.75344848632812	230.14094638213703
47933.5	602350.13	268.9233703613281	247.044181711618
38089.5	478646.77	233.57154846191406	220.22047506803264
63905	803053.91	289.8923034667969	285.2479151655636
