@relation mask_nuclei_08052014_cyt_mast
@attribute img_name string
@attribute contour_area numeric
@attribute contour_perimetr numeric
@attribute contour_height numeric
@attribute contour_width numeric
@attribute contour_circularity numeric
@attribute xc numeric
@attribute yc numeric
@attribute major_axis numeric
@attribute minor_axis numeric
@attribute theta numeric
@attribute equiDiameter numeric
@attribute Bx numeric
@attribute By1 numeric
@attribute B_width numeric
@attribute B_height numeric
@attribute B_area numeric
@attribute aspect_ratio numeric
@attribute roudness numeric
@attribute compactness numeric
@data
mask_nuclei_(TS_05_08_17_00_41.bmp)_(10-06-2016#14_56_35).png, 0, 32413.5, 777.8792847394943, 229.0, 195.0, 407320.05, 761.383544921875, 2066.7314453125, 221.47860717773438, 189.91586303710938, 173.4721221923828, 203.15055988914528, 654.0, 1945.0, 216.0, 244.0, 52704.0, 1.1661933007379044, 0.8413418261854307, 1.540423808250535E10 
mask_nuclei_(TS_05_08_17_00_41.bmp)_(10-06-2016#14_56_35).png, 1, 40272.5, 828.7320963144302, 242.0, 228.0, 506079.16, 2452.19677734375, 1589.8453369140625, 233.2644805908203, 219.94691467285156, 13.454610824584961, 226.4432369609365, 2318.0, 1450.0, 270.0, 280.0, 75600.0, 1.0605490008249365, 0.9423700650757867, 2.1723349517906204E10 
mask_nuclei_(TS_05_08_17_00_41.bmp)_(10-06-2016#14_56_35).png, 2, 45793.0, 1045.9108092784882, 248.0, 260.0, 575451.81, 1984.558349609375, 1549.69189453125, 263.5445251464844, 223.09783935546875, 131.692138671875, 241.4652324291373, 1811.0, 1378.0, 348.0, 344.0, 119712.0, 1.1812957306438574, 0.8394623396484191, 3.934397905045956E10 
mask_nuclei_(TS_05_08_17_00_41.bmp)_(10-06-2016#14_56_35).png, 3, 56800.0, 1441.3565485477448, 272.0, 280.0, 713769.85, 1564.5521240234375, 421.84832763671875, 274.5157470703125, 264.40838623046875, 111.09223175048828, 268.9237924411993, 1388.0, 249.0, 354.0, 347.0, 122838.0, 1.0382263247544417, 0.9596744454267164, 9.2678942191432E10 
mask_nuclei_(TS_05_08_17_01_23.bmp)_(10-06-2016#14_56_57).png, 0, 46130.5, 870.9331078529358, 235.0, 266.0, 579692.96, 1427.963623046875, 2139.464111328125, 269.78253173828125, 218.89967346191406, 59.91716003417969, 242.35341305293272, 1256.0, 1977.0, 345.0, 326.0, 112470.0, 1.2324483059826044, 0.8069945999809316, 2.748195623786149E10 
mask_nuclei_(TS_05_08_17_01_23.bmp)_(10-06-2016#14_56_57).png, 1, 39779.0, 759.0681049823761, 246.0, 207.0, 499877.66, 1062.05810546875, 1705.244873046875, 254.19985961914062, 201.73646545410156, 23.274654388427734, 225.0515404302313, 919.0, 1548.0, 287.0, 315.0, 90405.0, 1.2600590530172413, 0.7838146331336783, 1.80013563552022E10 
mask_nuclei_(TS_05_08_17_01_23.bmp)_(10-06-2016#14_56_57).png, 2, 32209.5, 686.5411909818649, 185.0, 225.0, 404756.51, 1107.136474609375, 1453.6593017578125, 219.1166534423828, 189.83624267578125, 97.82411193847656, 202.51026916220133, 985.0, 1344.0, 245.0, 220.0, 53900.0, 1.154240361871306, 0.8541680626373274, 1.1923590783916456E10 
mask_nuclei_(TS_05_08_17_01_23.bmp)_(10-06-2016#14_56_57).png, 3, 45161.5, 990.2123250961304, 249.0, 252.0, 567516.15, 599.9242553710938, 746.9869384765625, 266.2193908691406, 218.44615173339844, 128.39524841308594, 239.79451140415424, 427.0, 578.0, 347.0, 339.0, 117633.0, 1.2186957232098408, 0.8113329351585759, 3.477882416575449E10 
mask_nuclei_(TS_05_08_17_01_23.bmp)_(10-06-2016#14_56_57).png, 4, 42214.0, 873.7199033498764, 224.0, 252.0, 530476.77, 702.0912475585938, 156.45545959472656, 263.366943359375, 205.99520874023438, 60.283241271972656, 231.83730101398731, 536.0, 1.0, 333.0, 312.0, 103896.0, 1.278510043850039, 0.7748972109272874, 2.530992424570525E10 
mask_nuclei_(TS_05_08_17_02_05.bmp)_(10-06-2016#14_57_05).png, 0, 52014.5, 1346.2610957622528, 268.0, 265.0, 653633.48, 2050.869140625, 1397.2603759765625, 274.949462890625, 243.1798858642578, 40.98090362548828, 257.34591176008047, 1868.0, 1213.0, 366.0, 369.0, 135054.0, 1.130642289404235, 0.8760498013321224, 7.404110659183488E10 
